query	count
f	21
face	5
facebook	28
faced	1
faces	2
facial	7
facilities	2
facing	6
fact	9
facto	1
factories	1
factors	1
factory	3
facts	1
fadhel	1
failing	2
fails	1
fair	1
fairbanks	1
faithful	1
fake	11
fall	7
fallon	1
FALSE	5
falsehoods	1
familiar	13
families	3
family	8
fan	1
fandos	1
fanning	1
fantasized	1
fantasy	2
far	13
fargo	2
farmers	1
fascinates	1
fascist	1
fashion	2
fashioned	1
fashioning	1
fast	1
fate	2
father	2
fault	1
favorable	1
favorably	1
favored	2
favorite	3
favors	2
fear	4
feared	2
fears	1
feature	2
featured	3
featuring	5
feb	1
february	8
fed	1
federal	12
fedexed	1
feedback	28
feel	4
feeling	1
feelings	4
feels	2
fell	2
fellow	1
fellows	1
felt	4
fertile	1
festival	1
festivities	2
feud	1
fewer	1
field	8
fierce	1
fiercest	2
fight	8
fighters	3
fighting	3
fights	1
figure	1
figures	2
figuring	1
filed	7
filing	2
filings	1
film	3
films	2
final	5
finalist	1
finalized	1
finalizing	3
finally	2
finance	3
financial	9
financially	1
financing	1
find	1
findings	1
finished	2
finite	1
fire	4
firearms	1
fired	3
fireside	1
firing	2
firm	4
firms	2
first	32
fitness	1
fits	2
five	10
fix	1
fla	1
flag	2
flagship	1
flash	1
flashed	1
flex	1
flippantly	1
flipping	1
flirtation	1
flirted	1
flood	1
floored	1
florida	7
flows	2
fluctuations	1
fluke	1
flurry	1
fly	1
flynn	2
foaming	1
focus	3
focused	5
focusing	3
foil	1
follow	13
followed	1
followers	2
following	1
follows	3
food	1
foods	1
foot	1
footage	1
forbes	1
force	6
forces	8
ford	1
forefront	1
foreign	27
forests	1
forever	1
forged	1
forget	2
form	3
formal	1
formalities	1
formally	2
formed	1
former	51
forms	1
fortress	1
fortune	1
forward	4
foster	1
fought	3
found	12
foundation	1
founder	2
four	11
fox	7
fraction	2
fractious	1
framed	1
france	9
francisco	2
frank	3
frankbruni	1
fraud	1
frayed	1
free	10
freer	1
freeze	4
freight	1
french	6
frequent	1
frequently	2
fretfully	1
freudian	1
friday	18
friend	5
friendly	3
friends	10
fringe	1
fritz	4
front	2
fronts	3
frum	1
frustrated	4
frustration	1
frustrations	2
fueled	1
full	5
fully	3
fun	1
function	1
fund	16
fundamentally	1
funded	1
funding	4
funds	8
funneling	1
funny	1
furthermore	1
furthers	1
fury	2
future	8
g	5
gable	3
gain	3
gains	1
gallantry	1
galling	1
gambling	1
game	2
games	1
gardiner	1
gardner	1
garfield	1
garlin	1
gary	2
gas	3
gases	1
gasped	1
gates	17
gather	1
gathered	2
gauche	1
gave	4
geared	1
gen	1
gender	2
general	16
generals	1
generate	1
generosity	1
gentleman	1
geography	1
geopolitical	1
george	4
geraldo	1
german	2
germany	7
germs	1
gerrymandering	1
gestures	1
get	32
gets	4
getting	5
ghanaian	1
giant	4
giants	4
gift	1
gifts	2
girl	3
giuseppe	1
give	9
giveaways	1
given	5
gives	1
giving	7
glad	2
gladstonemarch	1
gloated	1
global	6
globalization	1
globes	1
gloomy	1
glories	1
glosses	1
glossy	1
go	38
goal	3
goals	1
gobsmacked	1
god	2
godparent	1
goes	3
going	26
golden	2
goldman	5
golf	1
gone	6
good	19
goodlatte	3
goods	7
google	13
googler	1
gospel	1
gossip	2
got	9
gotten	3
gov	1
governing	2
government	38
governments	9
governor	3
grab	1
grabbing	1
graced	1
grade	4
grain	1
grand	1
grandmother	1
grandson	1
granted	3
granting	1
grants	1
grappling	1
grata	1
grave	1
graydon	1
great	9
greater	1
greenberg	1
greenblatt	1
greenhouse	1
grew	3
grey	1
grid	1
grills	1
grinding	1
grine	9
grisham	1
groceries	1
gross	1
ground	7
group	17
groups	9
grow	1
growing	11
grown	2
grows	3
growth	2
grynbaummarch	1
guarantee	2
guaranteed	1
guard	1
guardian	1
guess	2
guest	4
guests	3
guevara	1
guidance	2
guilty	7
guise	1
gulf	1
gun	13
guns	3
gut	2
guts	1
guy	8
gym	1
haagmarch	1
haass	1
haberman	4
habermanmarch	2
habit	1
hackers	1
hair	8
hairs	1
hairy	1
half	5
halfway	2
hallmark	1
halt	1
halved	1
hamptons	3
han	1
hand	5
handful	1
handily	1
handle	1
handles	1
handling	2
hands	1
hanged	1
hangers	1
hangings	1
hannity	2
hansingapore	1
haphazard	1
happen	5
happened	4
happening	1
happens	1
happier	1
happy	3
harassed	1
harassment	1
hard	6
hardened	2
harder	2
hardest	1
hardly	1
harm	1
harmed	1
harness	1
harriet	1
harris	2
harrop	1
harvard	1
harvested	1
harvey	1
hassett	1
hasty	1
hat	1
hate	3
hating	1
hatred	1
hawaii	1
hawkish	3
hayden	1
head	5
headed	1
headline	17
headlined	1
headlines	1
headquarters	2
heads	1
health	3
healymarch	1
heap	1
hear	1
heard	2
hearing	2
hearings	1
hears	1
heart	2
heartening	2
heartland	1
hearts	1
heated	1
heavily	1
hebrew	1
heed	1
heel	1
height	1
heights	1
heiko	1
held	2
helene	2
hell	4
hellhole	1
help	15
helped	12
helpful	1
helping	3
helps	2
hendrix	1
herald	1
heralded	1
herd	1
herdener	1
heschel	1
heyday	2
hidden	1
hide	1
higgins	2
high	8
higher	1
highest	1
highly	3
highways	2
hilarious	1
hill	4
hillary	9
hills	1
hinged	1
hints	1
hipster	1
hire	4
hired	2
hiring	1
hirsute	1
hishamrudin	1
hispanics	1
historical	1
historically	1
history	15
hit	5
hitler	2
hitting	1
hmm	1
hoard	1
hoax	1
hogan	1
hold	8
holderness	2
holding	2
holland	1
hollowing	1
hollywood	7
holocaust	2
home	41
homeland	1
homilies	1
homophobic	1
honor	2
honored	2
hope	3
hoped	6
hopes	2
hoping	1
horowitz	5
horrible	1
horror	1
hospitality	1
host	5
hosted	3
hostile	2
hostility	1
hosts	1
hotel	7
hotels	1
hour	1
hours	3
house	89
household	1
households	1
houses	1
howard	1
however	10
hq	1
http	2
https	3
huckabee	2
hug	1
huge	8
hulk	1
human	5
humanitarian	1
humiliating	1
hundreds	4
hunmarch	1
hunt	1
hunter	2
hunting	1
huntsman	1
hurled	1
hurried	1
hurt	5
husband	1
hustled	1
hwan	1
hygiene	1
hyped	1
icbm	1
idea	5
ideal	1
ideas	3
identified	3
identifies	1
identifying	1
identities	1
identity	2
ideological	1
ideology	2
idol	1
ignoramus	1
ignore	1
ignored	1
ignoring	1
ii	3
iii	3
il	1
ill	2
illegal	3
illinois	1
illuminates	1
illusions	1
image	3
imagine	1
imbecile	3
immediate	2
immediately	8
immense	1
immersion	1
immigrant	4
immigrants	9
immigration	9
imminent	2
immune	1
impact	5
impacted	2
impassable	1
impeach	3
impeached	2
impeachment	2
impediment	1
implement	1
implementing	1
implications	4
implicitly	1
implied	1
importance	4
important	6
importantly	2
imported	2
imports	2
impose	3
imposed	1
imposing	1
improperly	1
improprieties	1
improve	1
improving	2
improvised	1
impulse	1
impulsive	1
impulsiveness	1
inaccurate	3
inadvertently	1
inaugural	2
inaugurated	1
inauguration	11
inaugurations	1
inbox	5
inc	4
incarceration	1
incentives	1
incident	2
inclined	1
include	6
included	7
includes	4
including	33
incoherence	1
income	2
incoming	3
incomparable	1
incompetence	1
incorrectly	1
increase	5
increased	4
increases	1
increasing	2
increasingly	9
incredibly	1
incremental	1
incursion	1
independence	2
independent	3
independently	1
independents	1
india	2
indicated	2
indication	1
indications	1
indicted	1
indictments	1
indifference	1
indignation	1
indiscipline	1
individual	3
individuals	3
industries	3
industry	12
inevitable	1
inevitably	2
inextricably	1
infant	2
infantry	1
inflammatory	1
inflated	1
inflation	1
influence	3
influential	1
infographic	1
information	11
informed	2
infowars	1
infrastructure	12
infuriated	1
ingraham	1
initial	2
initially	3
initiative	2
initiatives	1
inject	1
innovative	1
input	1
inquiry	4
insert	1
inside	3
insider	2
insiders	1
insinuations	1
insisted	4
insists	1
inspections	1
inspector	5
inspectors	1
inspiration	1
instance	5
instantly	1
instead	8
instinct	1
instincts	3
institute	3
institutions	1
instructed	1
insulated	1
insult	1
insulting	1
insults	1
integrity	2
intel	1
intellect	1
intellectual	1
intelligence	23
intended	2
intends	1
intensely	1
intent	1
intention	1
intentionally	1
intently	1
interactions	2
intercontinental	2
intercourse	2
interest	3
interested	31
interests	10
interference	5
interim	3
interior	1
interlocutors	1
intermediary	1
international	14
internationalist	1
internet	6
intersection	1
interstate	1
interview	18
interviews	5
intimate	1
intimation	1
intimidation	2
introduce	1
introduced	2
introducing	2
introduction	1
invalid	20
invest	5
investigate	5
investigating	3
investigation	27
investigators	4
investing	2
investment	9
investments	1
investor	3
investors	4
invitation	7
invitations	2
invite	3
invited	6
inviting	1
invoice	2
invoked	1
invoking	1
involved	5
involvement	2
involves	1
involving	1
iowa	1
iran	13
iranian	5
iranians	1
irascible	1
ironic	1
irony	1
ish	1
isis	2
islamic	9
island	1
isolated	1
israel	14
issue	13
issued	2
issues	17
italy	1
ivanka	8
j	12
jacek	1
jack	2
jacket	1
jackie	1
jacknicas	1
jackson	1
jae	2
jail	1
jailed	1
james	3
jamie	1
jan	2
january	7
japan	2
japanese	1
jared	10
jawed	1
jbh	1
jean	1
jeb	2
jeff	4
jeffbezos	1
jennifer	1
jerrold	1
jerusalem	1
jessica	1
jew	1
jewish	27
jews	13
jiechi	1
jill	1
jim	7
jimi	1
jinping	2
jitsued	1
jiu	1
jo	1
job	5
jobs	3
joe	3
joel	1
john	9
johnson	2
join	3
joined	3
joining	1
joint	2
joke	2
joked	2
jokingly	1
jon	1
jonathan	4
jones	4
jong	5
jordan	1
joshua	1
journal	2
journalism	2
journalist	2
journey	1
jpexyr	1
jr	3
judaism	2
judge	10
judiciary	2
julie	1
july	3
jumping	1
june	4
jury	1
justice	26
justices	1
jw	1
k	4
kacy	1
kang	1
kangmarch	1
kansas	2
kaplan	2
karen	5
kate	1
katie	6
keep	11
keeping	3
keeps	1
keith	1
kelly	6
kelsey	1
kennedy	1
kenneth	5
kept	5
kevin	1
key	8
kicking	1
kid	1
kids	3
kiev	1
kilimnik	5
kill	2
killed	3
killer	1
killers	2
killing	2
killings	1
kim	13
kind	6
kinder	1
kindly	2
kindred	1
king	2
kingdom	5
kirkpatrick	1
kirkpatrickwashington	1
kirsten	2
kitty	1
knew	5
knocking	1
know	28
knowing	2
knowingly	1
knowledge	5
known	16
